index,complaint,transaction_type,account_type_source,account_type_target,merchant,channel,direction
6176,"In XXXX or XXXX of 2023, BMO reduced my credit line from {$10000.00} to {$2000.00} without providing any kind of notice or reason. As a result, I would like to close my BMO credit card account and BMO checking accounts, but so far have been unable to do so.",other,credit_card,none,BMO,online,unknown
6178,Citi bank closed our account and is saying i need to wait 30-60 days before getting my funds back. this is all the money i have.,other,checking,none,Citi bank,online,outgoing
6177,See the attached documents. I want the bureau to start the investigation on these accounts that I am never late for but they're reporting me as late.,unknown,unknown,unknown,unknown,unknown,unknown
6179,The card won't let me activate it. I can't get my money or do anything with it.,unknown,credit_card,none,unknown,card_present,unknown
6181,"My name is XXXX XXXX, Citibank has now found disputed transactions in my favor, I have no access to my funds nor have I received a cashiers check for the remaining funds owed to me, I am requesting a cashiers check be made out to me immediately.",unknown,checking,none,Citibank,unknown,incoming
6182,JPMCB an account was opened under my name as an authorized user with out my permission the account is still active an high balance.,unknown,unknown,unknown,JPMCB,unknown,unknown
6184,"I am a victim of XXXX XXXX XXXX, and I need you to remove the Discover Credit card from my credit report please!",unknown,credit_card,none,Discover,unknown,unknown
6180,I had gone through a divorce and my ex-husband was to be responsible for the balance on the cc as per the courts.,other,credit_card,none,unknown,unknown,unknown
6183,It is indeed ridiculous to see late payments recorded on my account when I have consistently made on-time payments without any history of being overdue.,payment,checking,credit_card,unknown,online,outgoing
6185,"Welsfargo is keep blocking my card and prevents me from using my money, I had lot of emergency situations and because of that Welsfargo caused damage to me",other,credit_card,none,Wells Fargo,card_present,unknown
6186,After checking my credit reports I notied that my SOCIAL SECURITY NUMBER is listed incorrectly on my EQUIFAX credit report. I called to today to try to correct the inaccurate information and was told that I need to file a complaint.,unknown,unknown,none,EQUIFAX,online,unknown
6188,"Bank Of America is reporting a negative balance of {$1100.00} debt on my credit reports which doesn't belong to me, first reported on XX/XX/2018, I've never opened an account with them.",other,credit_card,none,Bank Of America,unknown,outgoing
6187,There has been a card opened up on my credit report that just showed up today. The card was dated as being opened XX/XX/2021. I contacted capital one bank and they could not find the card in my name but it is showing on my credit report.,unknown,credit_card,none,capital one bank,unknown,unknown
6189,My information was heisted and this accounts are fraudulent and do not belong to me. I would like these accounts completely removed from all three credit bureaus on my credit report.,unknown,unknown,unknown,unknown,unknown,unknown
6190,"My coinbase account was locked with a bitcoin balance inside, Coinbase said that I was able to withdraw my balance but they wont let me.",other,brokerage,none,Coinbase,online,unknown
6191,"Autopay was set up, the {$500.00} card is paid in full, not sure why late payments are showing on my account and it was closed. I would like these late payments to be removed from my report.",payment,credit_card,none,unknown,online,outgoing
6192,"The accounts in my report are reported inaccurately. The balance and dates are wrong, accounts still reported when should be gone long ago.",unknown,unknown,none,unknown,unknown,unknown
6193,The fact that I always make timely payments on this account is causing me a great deal of XXXX I have never missed a payment and I am very diligent about it. I kindly request that you update my account immediately and rectify the inaccurate late payment entry.,payment,credit_card,none,unknown,online,outgoing
6195,I paid my statement balance of {$470.00} by the due date of XX/XX/2019 in full but Capital One still charged me {$4.00} in interest when there should have been none.,payment,credit_card,credit_card,Capital One,online,outgoing
6194,PayPal is holding my funds for over five months.,other,other,none,PayPal,online,unknown
6197,I was getting charged an over draft fee every other week because my account will appear it has a balance then the next day put my account in negative.,fee,checking,none,unknown,unknown,outgoing
6196,"I consistently meet payment deadlines. I'm confident in this. What puzzles me is the company 's occasional late reporting, which shouldn't happen. According to USC 1666b, any billing errors should be rectified promptly, reflecting the agreed-upon payment status.",payment,credit_card,none,unknown,online,outgoing
6198,"I was put in checking system in XXXX which I was not told buy bank of America I try to open a account on XX/XX/17 thay said I was in the system for overdraft my account I was advise that no reason to put me in the system. 
XXXX",unknown,checking,none,Bank of America,online,unknown
6199,Military Star Charge card Shows its paid/closed/ revolving with a {$0.00} balance Last update on XX/XX/XXXX Open XX/XX/XXXX Took the money from the tax return,payment,credit_card,unknown,Military Star,online,outgoing
6206,"I need your assistance in reviewing accounts from companies that are incorrectly reporting late payments. After checking my credit report, I found that certain accounts have late payment marks that should not be there. These accounts should not show any late payment remarks.",other,unknown,none,unknown,unknown,unknown
6200,For 6 months keeping reporting a balance on both credit cards. I have a negative balance on both cards and they still keep reporting as accurate.,unknown,credit_card,credit_card,unknown,unknown,unknown
6204,capital one shared all my info and then they had there administrators send me a email to my spam so i wouldnt get to submit the claim,other,credit_card,none,capital one,online,unknown
6201,"I am writing to formally request the freezing of my account 's. Due to inaccurate information in my credit report, I believe it is in my best interest to temporarily freeze the account until the matter is resolved.",unknown,unknown,none,unknown,unknown,unknown
6208,XX/XX/XXXX I was scammed out of a puppy. I had sent the money for the puppy through Huntington Banks XXXX as then it was recorded and not just cash. I did not get a puppy and I want the {$550.00} back. Huntington refused the refund.,purchase,checking,unknown,unknown,online,outgoing
6207,"This account has inaccurate reporting. The company has failed to properly investigate. These accounts do not belong to me. If not resolved, I will sue for damages.",unknown,unknown,none,unknown,unknown,unknown
6202,"I am being charge for an account that i did not open or appliied for, Please correct this information.",other,unknown,unknown,unknown,unknown,unknown
6205,"I applied for an auto loan and they did not approve the amount I needed and never disclosed higher interest rates with me. 

I decided not to take the loan with Wells Fargo.",other,loan,none,Wells Fargo,online,unknown
